1,0,499,156,31.274536,76.27945,1,0.0,0.0,0
1,0,251,221,36.567688,89.18945,1,0.0,0.0,0
1,0,646,242,31.97052,77.97687,1,0.0,0.0,0
2,0,497,158,31.692963,77.29993,1,0.0,0.0,0
2,0,257,219,35.20642,85.86931,1,0.0,0.0,0
2,0,638,243,32.01465,78.084595,1,0.0,0.0,0
3,0,496,160,30.363556,74.05751,1,0.0,0.0,0
3,0,633,242,33.433716,81.545685,1,0.0,0.0,0
3,0,260,219,36.072906,87.9827,1,0.0,0.0,0
4,0,493,161,30.630219,74.707855,1,0.0,0.0,0
4,0,276,217,33.79959,82.438034,1,0.0,0.0,0
4,0,616,239,34.535645,84.23334,1,0.0,0.0,0
5,0,490,160,31.104156,75.863785,1,0.0,0.0,0
5,0,281,214,34.78235,84.83504,1,0.0,0.0,0
5,0,605,241,33.93573,82.77005,1,0.0,0.0,0
6,0,287,214,34.90857,85.14285,1,0.0,0.0,0
6,0,488,165,29.097443,70.969345,1,0.0,0.0,0
6,0,597,240,34.349915,83.78027,1,0.0,0.0,0
7,0,292,212,34.739655,84.730804,1,0.0,0.0,0
7,0,483,164,30.56009,74.53677,1,0.0,0.0,0
7,0,589,240,34.861755,85.02867,1,0.0,0.0,0
8,0,482,165,30.371277,74.07626,1,0.0,0.0,0
8,0,580,239,34.884155,85.0833,1,0.0,0.0,0
8,0,296,213,34.049927,83.048615,1,0.0,0.0,0
9,0,477,163,32.30127,78.783585,1,0.0,0.0,0
9,0,301,213,33.17334,80.91057,1,0.0,0.0,0
9,0,572,241,34.023438,82.98393,1,0.0,0.0,0
10,0,305,210,33.293,81.20238,1,0.0,0.0,0
10,0,561,239,34.75348,84.76457,1,0.0,0.0,0
10,0,473,163,32.53058,79.34285,1,0.0,0.0,0
11,0,548,239,34.610718,84.41649,1,0.0,0.0,0
11,0,316,208,34.848663,84.996765,1,0.0,0.0,0
11,0,465,170,31.683136,77.275955,1,0.0,0.0,0
12,0,321,209,33.154785,80.865326,1,0.0,0.0,0
12,0,462,168,31.266327,76.25928,1,0.0,0.0,0
12,0,537,238,35.17572,85.7944,1,0.0,0.0,0
12,0,730,297,37.63031,112.798706,1,0.0,0.0,0
13,0,458,170,31.582916,77.03146,1,0.0,0.0,0
13,0,325,207,32.977386,80.43262,1,0.0,0.0,0
13,0,528,237,34.69568,84.6236,1,0.0,0.0,0
13,0,730,296,37.762634,113.130585,1,0.0,0.0,0
14,0,450,172,30.212646,73.68935,1,0.0,0.0,0
14,0,727,295,41.11029,110.60901,1,0.0,0.0,0
14,0,336,204,33.58783,81.92151,1,0.0,0.0,0
14,0,513,237,34.514587,84.181854,1,0.0,0.0,0
15,0,723,292,45.437866,114.90286,1,0.0,0.0,0
15,0,340,201,33.65036,82.074005,1,0.0,0.0,0
15,0,504,237,33.717194,82.237,1,0.0,0.0,0
15,0,447,175,29.237122,71.31004,1,0.0,0.0,0
16,0,496,236,34.37744,83.84749,1,0.0,0.0,0
